kepid,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,ra_str,dec,dec_str,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,tycho2_match_id,tycho2_match_dist_deg,tycho2_match_btmag,tycho2_match_ra,tycho2_match_dec,pmra,pmdec,parallax
4659821,2MASS J19324955+3945234,5188,160.0,-248.0,2.929,0.035,-0.027000000000000003,0.07,0.14,-0.45,2.71,0.11,-1.27,9.343,0.551,-2.614,0.004674,0.002116,-0.0004918,DSEP,11.397,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.20648,19h32m49.56s,39.756512,+39d45m23.4s,11111011101110111,PHO1,AST9,KIC0,9.885,0.021,9.427,0.02,9.307,0.017,0.6991,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,195.317,202.11900000000003,207.94,207.36,210.572,210.783,208.864,205.884,199.454,190.205,181.187,173.074,171.017,158.626,3139-2403-1,2.1497471115166028e-05,12.514,293.2064942752836,39.75653048270832,1.4264531384156,3.141507726326364,1.3965949870979142
4659837,2MASS J19325045+3946378,6864,153.0,-228.0,4.17,0.129,-0.35600000000000004,-0.1,0.24,-0.38,1.38,0.29,-0.27,1.597,1.007,-0.328,0.4784,0.3237,-0.3493,DSEP,10.734000000000002,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.21021,19h32m50.45s,39.77718,+39d46m37.8s,11111011101110111,PHO1,KIC0,KIC0,9.951,0.021,9.836,0.02,9.766,0.019,0.6991,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,64.601,64.574,67.464,68.667,71.093,73.492,74.089,75.035,75.346,72.751,69.263,66.209,65.414,59.944,3139-1513-1,2.6781832797798116e-05,11.365,293.2102418982325,39.777169199696345,7.795614881515091,-2.7502097596149007,2.3625730155443616
4754121,2MASS J19353040+3951348,9360,304.0,-398.0,3.852,0.201,-0.251,0.07,0.14,-0.57,2.58,0.49,-0.72,3.151,1.5519999999999998,-0.88,0.1159,0.1331,-0.0733,DSEP,9.626,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.87668,19h35m30.40s,39.859692,+39d51m34.9s,11111011101110111,KIC0,KIC0,KIC0,9.399,0.021,9.385,0.019,9.373,0.018000000000000002,0.6978,1459.789,7.1,7.1,7.1,7.1,7.695,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,18.069000000000006,17.667,18.401,18.751,19.408,20.483,21.089,22.46,24.668000000000006,26.376,27.759,29.43,30.058000000000003,33.676,3139-1277-1,1.835116892281229e-05,9.666,293.87667649676763,39.85967385530318,2.8399122766509626,-0.3822888992134661,2.644477744789063
4773282,2MASS J19520209+3952560,6344,144.0,-215.0,4.186,0.177,-0.345,0.14,0.18,-0.32,1.3,0.27,-0.25,1.5219999999999998,0.94,-0.385,0.518,0.5162,-0.3731,DSEP,12.24,0,0,0,,q1_q17_dr24_stellar,2015-01-15,298.00873,19h52m02.10s,39.882221,+39d52m56.0s,11111111111111111,PHO1,KIC0,KIC0,11.251,0.02,11.048,0.022,11.002,0.02,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,92.638,85.37100000000002,83.488,79.775,77.727,74.19,72.918,71.369,69.354,67.759,66.572,65.829,65.723,65.119,3141-591-1,2.063237243740307e-05,12.952,298.00870747070684,39.88220975128633,-5.820971406315029,-2.059310708316408,1.1058676111927033
4846809,2MASS J19391903+3955107,7438,247.0,-302.0,4.072,0.121,-0.316,-0.16,0.24,-0.38,1.56,0.35,-0.27,1.902,1.046,-0.373,0.3186,0.2032,-0.2189,DSEP,12.36,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.82928,19h39m19.03s,39.91964,+39d55m10.7s,11111011101110111,KIC0,KIC0,KIC0,11.626,0.02,11.449000000000002,0.018000000000000002,11.454,0.02,0.6991,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,130.738,144.798,167.102,189.115,216.065,251.679,260.02,276.068,308.583,333.345,350.467,366.967,373.392,409.307,3139-1321-1,2.5698444928917023e-05,12.772,294.82930829815376,39.91962625566161,0.4543268548294499,-1.3531511510720695,1.2582738975472167
4831432,2MASS J19215598+3957262,6880,166.0,-238.0,4.1160000000000005,0.181,-0.285,-0.34,0.24,-0.32,1.3,0.28,-0.23,1.648,0.8340000000000001,-0.414,0.4085,0.4141,-0.2675,DSEP,12.233,0,0,0,,q1_q17_dr24_stellar,2015-01-15,290.48325,19h21m55.98s,39.957291,+39d57m26.2s,11111111111111111,PHO1,KIC0,KIC0,11.338,0.021,11.168,0.018000000000000002,11.130999999999998,0.018000000000000002,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,65.033,64.148,67.02600000000001,68.83,72.149,77.232,79.721,85.564,93.845,97.651,99.177,100.926,101.804,106.237,3138-654-1,1.5032236230862699e-05,12.947,290.48326868495553,39.95728639036851,1.6799254038237696,0.9141504639744024,2.2766545360038686
4842436,2MASS J19345464+3954264,5688,63.0,-63.0,4.062,0.024,-0.024,-0.2,0.3,-0.3,0.96,0.14,-0.12,1.5,0.1,-0.08,0.3941,0.02986,-0.02873,MULT10,11.300999999999998,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.72769,19h34m54.65s,39.907341,+39d54m26.4s,11111011101110111,PHO10,AST10,PHO10,10.233,0.02,9.943,0.02,9.874,0.018000000000000002,0.6987,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,44.925,40.618,38.892,36.319,34.775,32.13,30.992,29.378,27.676,26.491,25.687,25.115,24.961,24.037,3139-649-1,4.829673078902934e-06,12.435,293.7276899279906,39.90733616555296,2.4217214946538244,0.7868495869677326,2.9555254287146515
4844720,2MASS J19371516+3957384,6549,147.0,-215.0,4.21,0.15,-0.329,-0.06,0.24,-0.32,1.27,0.28,-0.23,1.463,0.868,-0.324,0.5705,0.4584,-0.4018,DSEP,12.019,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.31317,19h37m15.16s,39.96067,+39d57m38.4s,11111011101110111,PHO1,KIC0,KIC0,11.035,0.02,10.848,0.022,10.784,0.018000000000000002,0.6988,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,44.624,39.598,37.119,34.416,32.717,29.597,28.368,26.509,24.536,23.046,21.959,20.939,20.735,19.342,3139-169-1,1.2663509647306462e-05,12.686,294.3131856664577,39.96066605974735,1.9019763557694591,-3.048686778330458,2.501961871019369
4845306,2MASS J19375309+3956394,4998,90.0,-204.0,2.899,0.456,-0.25,0.36,0.08,-0.4,2.77,0.37,-1.59,9.79,3.79,-5.6789999999999985,0.004158,0.02372,-0.002213,DSEP,11.69,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.47122,19h37m53.09s,39.944302,+39d56m39.5s,1100010001000100,PHO1,KIC0,KIC0,9.996,0.021,9.472,0.029,9.374,0.025,0.3225,1301.01,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,144.441,152.611,160.833,163.22799999999995,168.33700000000005,172.683,172.955,172.968,170.64700000000005,164.47299999999996,157.796,151.833,150.0,139.702,3139-2191-1,2.5124746649533215e-05,13.339,294.4712511921768,39.944309648617796,-2.8908292721896856,-2.978549421787407,0.9056670023087018
4845444,2MASS J19380163+3957090,7619,235.0,-297.0,4.133,0.075,-0.402,0.21,0.15,-0.41,1.76,0.34,-0.23,1.888,1.318,-0.237,0.3695,0.1288,-0.2826,DSEP,9.721,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.5068100000001,19h38m01.63s,39.952518,+39d57m09.1s,11111011101110111,KIC0,KIC0,KIC0,9.253,0.019,9.14,0.03,9.116,0.025,0.6979,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,15.249,13.903,13.437,12.773,12.383,11.595999999999998,11.286,10.892,10.515,10.307,10.373,10.462,10.5,10.774,3139-1217-1,2.6836212209724197e-05,9.942,294.5068272808854,39.95254133598557,0.6121961564432469,-2.57318330655856,1.5244872066169275
4649476,2MASS J19203590+3947014,8560,239.0,-355.0,3.806,0.285,-0.083,-0.3,0.37,-0.34,1.97,0.3,-0.39,2.907,0.377,-1.01,0.113,0.2196,-0.03004,DSEP,9.41,0,0,3,004/004649/004649476/dv/kplr004649476-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,290.14963,19h20m35.91s,39.783749,+39d47m01.5s,11111111111111111,KIC0,KIC0,KIC0,9.054,0.018000000000000002,9.029,0.016,9.004,0.016,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,251.72,223.037,210.144,193.783,183.092,163.322,154.739,140.27700000000002,124.188,112.043,103.25,95.723,93.7,82.602,3138-1906-1,1.0316186218701491e-05,9.481,290.1496256331951,39.783758754794896,3.075158719828224,0.5189520954421215,2.5689095163663054
4739728,2MASS J19184566+3952060,4993,85.0,-273.0,2.351,0.031,-0.028,0.07,0.14,-0.61,3.59,0.03,-2.44,20.941,0.505,-9.045,0.0005501,0.0004326000000000001,-4.402e-05,DSEP,11.004,0,0,0,,q1_q17_dr24_stellar,2015-01-15,289.69025,19h18m45.66s,39.86834,+39d52m06.0s,11111111111111111,PHO1,AST11,KIC0,9.332,0.024,8.775,0.04,8.657,0.018000000000000002,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.101,7.1,7.1,7.1,7.1,7.1,7.1,85.36399999999998,97.893,111.329,122.599,137.534,160.933,168.65,183.138,203.974,217.529,225.789,234.628,238.228,261.88,3125-172-1,5.9764155237611605e-06,12.625,289.69025269556005,39.868334408660324,0.6649279637831139,-1.1263063107327334,0.3250213521253332
4754335,2MASS J19354287+3951046,8572,240.0,-365.0,3.776,0.292,-0.128,-0.2,0.41,-0.34,2.01,0.44,-0.36,3.034,0.83,-1.028,0.1013,0.1967,-0.04183,DSEP,10.992,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.92862,19h35m42.87s,39.851299,+39d51m04.7s,11111011101110111,KIC0,KIC0,KIC0,10.575,0.022,10.534,0.019,10.523,0.018000000000000002,0.6987,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,29.956,27.617,27.051,25.853,25.174,23.901,23.486,23.013,22.54,22.236,22.404,22.644,22.718000000000004,23.456,3139-881-1,1.891836025044376e-05,11.281,293.9286109224526,39.85128141104906,-1.3561084833029458,-1.204654295796996,1.40249120017578
4757997,2MASS J19392252+3948406,7103,178.0,-256.0,4.122,0.11,-0.389,0.1,0.2,-0.38,1.57,0.34,-0.24,1.802,1.245,-0.308,0.3768,0.2082,-0.2855,DSEP,11.382,0,0,3,004/004757/004757997/dv/kplr004757997-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,294.84384,19h39m22.52s,39.811291,+39d48m40.6s,11111011101110111,PHO1,KIC0,KIC0,10.678,0.02,10.555,0.02,10.492,0.017,0.6990000000000001,1459.789,7.1,7.1,7.1,7.1,7.102,7.263,7.739,7.505,7.1,7.1,7.1,7.1,7.1,7.1,85.33,85.38600000000002,88.12,88.709,89.999,90.437,91.325,94.525,97.232,98.301,98.59,100.825,101.21,102.729,3139-1993-1,1.9318692315611825e-05,11.892,294.8438394413106,39.81131033313303,0.27080244683593113,3.4069690051053296,2.2895922894224743
4764259,2MASS J19444326+3949385,9514,275.0,-407.0,3.888,0.22,-0.139,-0.5,0.57,-0.24,1.97,0.49,-0.26,2.6460000000000004,0.738,-0.7040000000000001,0.1499,0.188,-0.0644,DSEP,9.783,0,0,0,,q1_q17_dr24_stellar,2015-01-15,296.18027,19h44m43.26s,39.827381,+39d49m38.6s,11111011101110111,KIC0,KIC0,KIC0,9.595,0.022,9.591,0.02,9.561,0.014,0.6984,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,16.515,15.019,14.597,13.925999999999998,13.65,13.133,12.939,12.761,12.549,12.421,12.225,12.02,11.989,11.623,3140-2995-1,5.122641877509565e-06,9.776,296.1802653602222,39.82737731309835,0.30360914827107355,-1.0622930737892358,1.0731237355639769
4764420,2MASS J19445163+3949238,4836,80.0,-80.0,2.485,0.016,-0.022,0.15,0.05,-0.05,1.29,0.15,-0.25,10.76,0.42,-0.81,0.001465,4.226e-05,-4.226e-05,MULT55,11.564,0,0,0,,q1_q17_dr24_stellar,2015-01-15,296.21518,19h44m51.64s,39.82328,+39d49m23.8s,11111011101110111,PHO55,AST55,SPE55,9.797,0.023,9.239,0.02,9.084,0.014,0.6991,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,122.94,139.707,158.035,172.578,191.111,216.706,223.38,235.25,251.193,259.613,263.309,266.508,267.67400000000004,272.648,3140-2861-1,2.4759435741296416e-05,13.42,296.21514784693187,39.82328181424635,-9.964904748641905,-10.11954646031416,2.579450980815141
4831185,2MASS J19213906+3956080,5906,199.0,-186.0,4.173,0.255,-0.228,-0.38,0.32,-0.26,0.88,0.15,-0.07,1.275,0.476,-0.322,0.6009,0.8421,-0.3426,DSEP,10.251,0,0,0,,q1_q17_dr24_stellar,2015-01-15,290.41275,19h21m39.06s,39.93557,+39d56m08.1s,11111111111111111,PHO1,KIC0,KIC0,8.877,0.02,8.429,0.02,7.75,0.024,0.8747,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,132.996,120.065,115.474,108.837,104.608,97.387,94.379,90.444,85.531,82.02600000000002,78.48,75.175,73.922,65.381,3138-54-1,2.271743917865515e-05,11.147,290.4127677699844,39.935588183097096,-1.5687774465486486,-5.742952318442298,-0.294793437774373
4740125,2MASS J19191486+3949312,7664,236.0,-295.0,3.611,0.275,-0.081,-0.12,0.26,-0.32,2.04,0.25,-0.41,3.697,0.55,-1.29,0.05683,0.1076,-0.01544,DSEP,12.014,0,0,2,004/004740/004740125/dv/kplr004740125-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,289.8119200000001,19h19m14.86s,39.825352,+39d49m31.3s,11111111111111111,KIC0,KIC0,KIC0,11.331,0.027000000000000003,11.186,0.03,11.162,0.018000000000000002,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,85.912,80.118,77.441,73.167,70.411,64.453,61.72,57.349,52.56100000000001,48.941,45.983,43.537,42.901,39.838,3125-148-1,2.2797514996838247e-05,12.206,289.81194734377465,39.82534311511185,0.3146569164349443,1.2331813203193092,1.1393661703080835
4749989,2MASS J19310524+3952248,6824,197.0,-280.0,4.012,0.241,-0.24,-0.3,0.26,-0.3,1.33,0.28,-0.27,1.882,0.8240000000000001,-0.588,0.2814,0.4254,-0.1686,DSEP,9.64,0,0,2,004/004749/004749989/dv/kplr004749989-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,292.7718799999999,19h31m05.25s,39.87355,+39d52m24.8s,11111011101110111,PHO54,PHO54,PHO54,8.992,0.024,8.892999999999997,0.016,8.817,0.019,0.6991,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,57.803,54.00100000000001,52.809,50.419,48.625,44.312,42.253,38.983,34.838,31.68,29.004,26.917,26.397,24.039,3139-151-1,2.564165271600967e-05,10.011,292.7719097425881,39.87353833515636,5.7445116167222725,-3.652906592016292,3.821267377397402
4758324,2MASS J19394203+3949501,6429,146.0,-199.0,4.168,0.19,-0.312,-0.06,0.22,-0.32,1.26,0.28,-0.23,1.527,0.868,-0.395,0.4969,0.5307,-0.3425,DSEP,11.662,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.9251700000001,19h39m42.04s,39.830589,+39d49m50.1s,11111011101110111,PHO1,KIC0,KIC0,10.793,0.022,10.57,0.022,10.523,0.018000000000000002,0.6986,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,96.053,92.269,93.082,91.477,91.87,91.223,90.721,90.647,89.449,87.405,85.00200000000002,82.429,81.551,76.998,3139-477-1,2.586807346968433e-05,12.057,294.92515473201195,39.83056593294839,-0.07054906026510355,-2.8620571022156924,1.487846756630636
4773851,2MASS J19523100+3951396,8009,250.0,-296.0,3.99,0.161,-0.278,-0.1,0.31,-0.34,1.84,0.3,-0.28,2.273,1.048,-0.508,0.2207,0.1917,-0.1408,DSEP,12.27,0,0,4,004/004773/004773851/dv/kplr004773851-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,298.12921,19h52m31.01s,39.861,+39d51m39.6s,11111111111111111,KIC0,KIC0,KIC0,11.6,0.021,11.462,0.022,11.485,0.02,0.8756,1459.789,7.1,7.1,8.283,7.1,7.1,7.1,7.215,7.1,7.1,7.1,7.1,7.1,7.1,7.1,149.3,136.499,131.899,124.59,120.141,110.252,105.198,97.077,87.071,78.678,71.73,66.437,64.694,56.355,3141-1131-1,2.196705006686931e-05,12.691,298.1291878794397,39.8609860748324,-2.8835331168957232,-1.0789864465549015,1.0779329084805322
4832077,2MASS J19224708+3955255,6974,160.0,-225.0,4.3,0.096,-0.275,-0.56,0.2,-0.3,1.13,0.23,-0.11,1.249,0.556,-0.166,0.8187,0.3596,-0.5154,DSEP,10.789,0,0,0,,q1_q17_dr24_stellar,2015-01-15,290.6962,19h22m47.09s,39.923759,+39d55m25.5s,11111111111111111,PHO1,KIC0,KIC0,10.05,0.023,9.877,0.023,9.864,0.021,0.8755,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,48.19600000000001,47.98,49.886,50.627,51.778,51.765,51.337,50.83600000000001,49.792,48.256,46.252,44.365,43.82,40.783,3138-1164-1,1.619921597029155e-05,11.235,290.69619629747643,39.92377494049085,-0.4233576091609848,3.9229734282266575,2.9419923514783024
4672583,2MASS J19444730+3942196,4763,85.0,-114.0,2.443,0.041,-0.032,-0.22,0.29,-0.28,1.87,1.07,-0.83,13.579,3.32,-3.6010000000000004,0.00105,0.0004152,-0.0001913,DSEP,11.219,0,0,0,,q1_q17_dr24_stellar,2015-01-15,296.19711,19h44m47.31s,39.705448,+39d42m19.6s,11101011101110100,PHO1,AST9,KIC0,9.44,0.023,8.883,0.047,8.76,0.014,0.634,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,106.066,120.078,136.536,150.512,168.385,193.545,200.6,213.046,230.605,240.051,243.626,247.499,249.265,258.156,3140-906-1,1.1581149199548762e-05,13.589,296.1970994618811,39.70543972692132,-1.56514932906459,-0.7287678072127398,0.9964695174483641
4819614,2MASS J19053018+3955129,4969,88.0,-196.0,2.336,0.409,-0.174,0.07,0.14,-0.59,3.6,0.03,-2.49,21.336,4.198,-13.118,0.0005218,0.002735,-0.0002116,DSEP,10.654000000000002,0,0,0,,q1_q17_dr24_stellar,2015-01-15,286.37579,19h05m30.19s,39.920269,+39d55m13.0s,11100000000000000,PHO1,KIC0,KIC0,9.003,0.023,8.529,0.033,8.417,0.018000000000000002,0.8947,217.618,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,82.645,94.019,105.346,114.303,124.939,139.51,143.541,150.167,157.168,160.13,160.751,161.878,162.243,164.106,3124-608-1,1.1768457563181822e-05,12.365,286.37577783461484,39.920261868599404,-0.12946308529629008,0.6245524712209679,0.56252203002715
4661223,2MASS J19341669+3946005,7336,224.0,-304.0,3.734,0.274,-0.14300000000000002,0.21,0.15,-0.29,2.11,0.19,-0.4,3.267,0.696,-1.067,0.0853,0.1512,-0.03475,DSEP,11.66,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.56955,19h34m16.69s,39.766811,+39d46m00.5s,11111011101110111,KIC0,KIC0,KIC0,10.91,0.021,10.825,0.022,10.739,0.018000000000000002,0.6989,1459.789,7.1,7.1,7.1,7.122000000000001,7.1,8.629,7.102,8.294,8.597000000000001,8.738,9.331,9.083,9.285,8.427,174.92700000000005,183.21,203.789,222.901,247.625,279.891,288.593,306.486,344.36,372.812,393.259,416.262,425.75,490.709,3139-2385-1,1.0933637455190016e-05,12.043,293.56953577985286,39.766811361604816,-0.020580658200182456,-1.2423199790631514,1.6831446925392974
4725764,2MASS J18553743+3949383,6313,184.0,-240.0,4.122,0.239,-0.264,-0.18,0.25,-0.3,1.12,0.3,-0.16,1.523,0.7859999999999999,-0.426,0.4459,0.6213,-0.2856,DSEP,12.438,0,0,0,,q1_q17_dr24_stellar,2015-01-15,283.90598,18h55m37.44s,39.827297,+39d49m38.3s,11110111011101110,PHO54,PHO54,PHO54,11.037,0.021,10.793,0.016,10.757,0.018000000000000002,0.6924,1426.3129999999999,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,55.847,49.753,47.262,44.052,42.012,38.697,37.474,35.255,33.004,31.382,30.405,29.339,29.184,27.908,3123-1073-1,2.518270461962665e-05,12.595,283.9059756305105,39.82727204092291,3.3413545162421427,0.04619200583192418,0.9198113301037184
4740822,2MASS J19200064+3950014,6441,178.0,-265.0,4.3580000000000005,0.08,-0.34700000000000003,-0.12,0.22,-0.32,1.15,0.28,-0.16,1.176,0.73,-0.153,0.9947,0.3792,-0.7147,DSEP,11.64,0,0,0,,q1_q17_dr24_stellar,2015-01-15,290.00269,19h20m00.65s,39.833717,+39d50m01.4s,11111111111111111,PHO54,PHO54,PHO54,10.94,0.022,10.725,0.021,10.678,0.02,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,57.526,55.036,55.81,55.346,56.217,57.453,58.033,60.096,63.578,66.506,69.707,73.208,74.476,81.334,3138-742-1,1.571963993965638e-05,12.156,290.0026972453747,39.83370226432688,1.2332044309617562,-4.439707943125881,1.134851914326915
4755287,2MASS J19364094+3950402,6753,171.0,-230.0,3.717,0.34600000000000003,-0.116,-0.12,0.26,-0.3,1.74,0.21,-0.48,3.028,0.6409999999999999,-1.272,0.08845,0.2501,-0.032510000000000004,DSEP,11.449000000000002,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.17059,19h36m40.94s,39.844521,+39d50m40.3s,11111011101110111,PHO1,KIC0,KIC0,10.582,0.021,10.402,0.019,10.356,0.018000000000000002,0.6989,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,58.092,59.12,63.705,67.506,72.503,79.84,82.899,89.95200000000001,101.181,107.39,110.554,113.739,115.093,122.3,3139-63-1,1.4337297576862813e-05,11.786,294.1706037038881,39.844530749983505,1.0241775448830128,5.0493771429199015,2.5022968449792526
4661483,2MASS J19343346+3944499,6277,174.0,-238.0,4.048,0.265,-0.25,0.08,0.22,-0.28,1.25,0.29,-0.22,1.754,0.8290000000000001,-0.568,0.3276,0.5574,-0.2022,DSEP,10.68,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.63943,19h34m33.46s,39.747211,+39d44m50.0s,11111011101110111,PHO54,PHO54,PHO54,9.738,0.022,9.543,0.021,9.479,0.018000000000000002,0.6986,1459.769,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,39.403,37.348,37.371,36.444,36.31,35.539,35.072,34.948,35.011,35.001,35.315,35.575,35.728,36.172,3139-457-1,2.5413214731393306e-05,11.128,293.6393991174725,39.74722009779352,-5.4139120338333475,4.095448971018369,4.726606615665757
4673580,2MASS J19453492+3943586,9141,288.0,-381.0,4.083,0.111,-0.373,0.21,0.15,-0.14,2.29,0.51,-0.36,2.277,1.5619999999999998,-0.386,0.2733,0.1548,-0.2057,DSEP,11.392,0,0,0,,q1_q17_dr24_stellar,2015-01-15,296.39551,19h45m34.92s,39.732956,+39d43m58.6s,11111011101110111,PHO54,PHO54,PHO54,11.082,0.023,10.995,0.021,10.966,0.016,0.6986,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,39.834,35.328,33.082,30.587,29.046,26.519,25.446,23.989,22.422,21.27,20.601,20.05,19.881,19.152,3140-916-1,1.6946922994434602e-05,11.856,296.395527248846,39.732945478478975,-3.5993346554113064,-4.274332272255101,1.3933833587736606
4833670,2MASS J19244544+3959308,5083,100.0,-148.0,3.319,0.274,-0.28800000000000003,-0.08,0.22,-0.3,1.57,0.39,-0.57,4.542,2.07,-1.652,0.0236,0.04506,-0.01508,DSEP,9.062,0,0,0,,q1_q17_dr24_stellar,2015-01-15,291.18936,19h24m45.45s,39.991901,+39d59m30.8s,11111111111111111,PHO1,KIC0,KIC0,7.626,0.02,7.155,0.026,7.061,0.018000000000000002,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,132.689,138.653,143.67,144.083,147.18,148.297,147.933,146.44,141.345,134.542,127.773,122.369,120.747,112.219,3138-1028-1,1.5835142153691226e-05,10.59,291.18935848072516,39.99188520017857,0.15047411378440145,-5.578227003097683,2.107889343344413
4650995,2MASS J19221879+3942598,7571,228.0,-305.0,4.075,0.091,-0.37,0.1,0.24,-0.34,1.74,0.34,-0.22,2.005,1.286,-0.299,0.3045,0.1362,-0.2249,DSEP,12.032,0,0,2,004/004650/004650995/dv/kplr004650995-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,290.57831,19h22m18.79s,39.71661,+39d42m59.8s,11111111111111111,KIC0,KIC0,KIC0,11.404000000000002,0.042,11.329,0.018000000000000002,11.313,0.014,0.8749,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,38.441,33.553000000000004,31.232,28.878,27.363000000000003,24.814,23.798,22.122,20.284,18.934,18.05,17.316,17.090999999999998,16.041,3138-1514-1,1.4787793334711022e-05,12.137,290.57829081436995,39.71660934230044,-3.865264242519866,-0.20782207503216832,1.6613508595743618
